"date" "word" "n" "year_total" "word_total"
1993-09-15 "south" 648 230733 26854
1993-09-15 "special" 259 230733 12822
1993-09-15 "stability" 336 230733 11323
1993-09-15 "support" 753 230733 30258
1993-09-15 "system" 355 230733 16129
1993-09-15 "terrorism" 66 230733 11726
1993-09-15 "time" 678 230733 25425
1993-09-15 "trade" 354 230733 12834
1993-09-15 "union" 133 230733 10537
1993-09-15 "united" 3484 230733 120949
1993-09-15 "view" 319 230733 11343
1993-09-15 "war" 730 230733 21426
1993-09-15 "weapons" 336 230733 16939
1993-09-15 "world" 2355 230733 89132
1994-09-15 "achieve" 206 228234 10213
1994-09-15 "action" 385 228234 16503
1994-09-15 "africa" 827 228234 29980
1994-09-15 "african" 372 228234 18219
1994-09-15 "agreement" 391 228234 12320
1994-09-15 "arab" 146 228234 11247
1994-09-15 "arms" 177 228234 11210
1994-09-15 "assembly" 921 228234 39932
1994-09-15 "assistance" 337 228234 11561
1994-09-15 "based" 270 228234 10704
1994-09-15 "challenges" 242 228234 10170
1994-09-15 "change" 152 228234 11309
1994-09-15 "charter" 416 228234 16097
1994-09-15 "commitment" 263 228234 10328
1994-09-15 "common" 268 228234 10870
1994-09-15 "community" 1181 228234 37936
1994-09-15 "conference" 631 228234 21701
1994-09-15 "conflict" 497 228234 16727
1994-09-15 "conflicts" 443 228234 11456
1994-09-15 "continue" 426 228234 19221
1994-09-15 "cooperation" 830 228234 17552
1994-09-15 "council" 1093 228234 29218
1994-09-15 "countries" 1671 228234 85811
1994-09-15 "country" 1064 228234 39541
1994-09-15 "crisis" 259 228234 12500
1994-09-15 "delegation" 287 228234 12971
1994-09-15 "democratic" 474 228234 14000
1994-09-15 "determination" 166 228234 10119
1994-09-15 "developed" 236 228234 12428
1994-09-15 "developing" 515 228234 26012
1994-09-15 "development" 2142 228234 63063
1994-09-15 "disarmament" 209 228234 13285
1994-09-15 "east" 348 228234 18712
1994-09-15 "economic" 1504 228234 55155
1994-09-15 "effective" 324 228234 11485
1994-09-15 "efforts" 888 228234 35195
1994-09-15 "ensure" 306 228234 11643
1994-09-15 "financial" 285 228234 10368
1994-09-15 "force" 305 228234 10217
1994-09-15 "forces" 228 228234 10811
1994-09-15 "foreign" 230 228234 13288
1994-09-15 "free" 287 228234 10472
1994-09-15 "freedom" 187 228234 10391
1994-09-15 "future" 375 228234 15552
1994-09-15 "global" 518 228234 21899
1994-09-15 "government" 980 228234 36814
1994-09-15 "hope" 563 228234 19418
1994-09-15 "human" 1175 228234 36657
1994-09-15 "implementation" 288 228234 10777
1994-09-15 "including" 245 228234 10842
1994-09-15 "independence" 125 228234 14069
1994-09-15 "international" 3007 228234 117236
1994-09-15 "israel" 214 228234 10545
1994-09-15 "issues" 389 228234 11465
1994-09-15 "justice" 270 228234 10896
1994-09-15 "law" 325 228234 13993
1994-09-15 "major" 290 228234 10592
1994-09-15 "means" 312 228234 11658
1994-09-15 "measures" 299 228234 12398
1994-09-15 "middle" 251 228234 12987
1994-09-15 "military" 302 228234 12335
1994-09-15 "national" 639 228234 23575
1994-09-15 "nations" 3499 228234 124786
1994-09-15 "negotiations" 250 228234 13235
1994-09-15 "nuclear" 544 228234 22934
1994-09-15 "operation" 124 228234 15661
1994-09-15 "organization" 1041 228234 35640
1994-09-15 "palestinian" 139 228234 10259
1994-09-15 "parties" 337 228234 11257
1994-09-15 "past" 242 228234 10918
1994-09-15 "peace" 2591 228234 77842
1994-09-15 "peaceful" 296 228234 15088
1994-09-15 "people" 1182 228234 54354
1994-09-15 "peoples" 335 228234 25181
1994-09-15 "policy" 235 228234 13567
1994-09-15 "political" 942 228234 33692
1994-09-15 "poverty" 277 228234 10387
1994-09-15 "powers" 127 228234 10041
1994-09-15 "president" 509 228234 18758
1994-09-15 "principles" 360 228234 16368
1994-09-15 "process" 603 228234 19495
1994-09-15 "progress" 416 228234 17577
1994-09-15 "question" 224 228234 11259
1994-09-15 "recent" 292 228234 11188
1994-09-15 "regard" 273 228234 11452
1994-09-15 "region" 593 228234 21386
1994-09-15 "regional" 491 228234 13213
1994-09-15 "relations" 391 228234 18910
1994-09-15 "republic" 513 228234 23316
1994-09-15 "resolution" 312 228234 14938
1994-09-15 "resolutions" 256 228234 10068
1994-09-15 "resources" 450 228234 15034
1994-09-15 "respect" 433 228234 17360
1994-09-15 "responsibility" 229 228234 10002
1994-09-15 "rights" 980 228234 33678
1994-09-15 "role" 506 228234 15396
1994-09-15 "secretary" 474 228234 18224
1994-09-15 "security" 1731 228234 58620
1994-09-15 "session" 529 228234 29355
1994-09-15 "settlement" 220 228234 10468
1994-09-15 "situation" 462 228234 22626
1994-09-15 "social" 936 228234 21320
1994-09-15 "solution" 287 228234 14990
1994-09-15 "south" 671 228234 26854
1994-09-15 "special" 230 228234 12822
1994-09-15 "stability" 365 228234 11323
1994-09-15 "support" 679 228234 30258
1994-09-15 "system" 410 228234 16129
1994-09-15 "terrorism" 86 228234 11726
1994-09-15 "time" 670 228234 25425
1994-09-15 "trade" 457 228234 12834
1994-09-15 "union" 197 228234 10537
1994-09-15 "united" 3325 228234 120949
1994-09-15 "view" 333 228234 11343
1994-09-15 "war" 642 228234 21426
1994-09-15 "weapons" 354 228234 16939
1994-09-15 "world" 2265 228234 89132
1995-09-15 "achieve" 192 210384 10213
1995-09-15 "action" 398 210384 16503
1995-09-15 "africa" 509 210384 29980
1995-09-15 "african" 300 210384 18219
1995-09-15 "agreement" 313 210384 12320
1995-09-15 "arab" 100 210384 11247
1995-09-15 "arms" 135 210384 11210
1995-09-15 "assembly" 835 210384 39932
1995-09-15 "assistance" 291 210384 11561
1995-09-15 "based" 219 210384 10704
1995-09-15 "challenges" 258 210384 10170
1995-09-15 "change" 130 210384 11309
1995-09-15 "charter" 441 210384 16097
1995-09-15 "commitment" 326 210384 10328
1995-09-15 "common" 216 210384 10870
1995-09-15 "community" 894 210384 37936
1995-09-15 "conference" 533 210384 21701
1995-09-15 "conflict" 470 210384 16727
1995-09-15 "conflicts" 389 210384 11456
1995-09-15 "continue" 424 210384 19221
1995-09-15 "cooperation" 760 210384 17552
1995-09-15 "council" 899 210384 29218
1995-09-15 "countries" 1520 210384 85811
1995-09-15 "country" 886 210384 39541
1995-09-15 "crisis" 199 210384 12500
1995-09-15 "delegation" 285 210384 12971
1995-09-15 "democratic" 279 210384 14000
1995-09-15 "determination" 161 210384 10119
1995-09-15 "developed" 225 210384 12428
1995-09-15 "developing" 451 210384 26012
1995-09-15 "development" 1930 210384 63063
1995-09-15 "disarmament" 246 210384 13285
1995-09-15 "east" 286 210384 18712
1995-09-15 "economic" 1354 210384 55155
1995-09-15 "effective" 265 210384 11485
1995-09-15 "efforts" 817 210384 35195
1995-09-15 "ensure" 310 210384 11643
1995-09-15 "financial" 344 210384 10368
1995-09-15 "force" 242 210384 10217
1995-09-15 "forces" 199 210384 10811
1995-09-15 "foreign" 231 210384 13288
1995-09-15 "free" 217 210384 10472
1995-09-15 "freedom" 148 210384 10391
1995-09-15 "future" 387 210384 15552
1995-09-15 "global" 492 210384 21899
1995-09-15 "government" 751 210384 36814
1995-09-15 "hope" 471 210384 19418
1995-09-15 "human" 989 210384 36657
1995-09-15 "implementation" 291 210384 10777
1995-09-15 "including" 254 210384 10842
1995-09-15 "independence" 130 210384 14069
1995-09-15 "international" 2669 210384 117236
1995-09-15 "israel" 135 210384 10545
1995-09-15 "issues" 315 210384 11465
1995-09-15 "justice" 219 210384 10896
1995-09-15 "law" 282 210384 13993
1995-09-15 "major" 315 210384 10592
1995-09-15 "means" 225 210384 11658
1995-09-15 "measures" 252 210384 12398
1995-09-15 "middle" 217 210384 12987
1995-09-15 "military" 227 210384 12335
1995-09-15 "national" 502 210384 23575
1995-09-15 "nations" 4374 210384 124786
1995-09-15 "negotiations" 233 210384 13235
1995-09-15 "nuclear" 823 210384 22934
1995-09-15 "operation" 74 210384 15661
1995-09-15 "organization" 1316 210384 35640
1995-09-15 "palestinian" 122 210384 10259
1995-09-15 "parties" 290 210384 11257
1995-09-15 "past" 292 210384 10918
1995-09-15 "peace" 2503 210384 77842
1995-09-15 "peaceful" 250 210384 15088
1995-09-15 "people" 878 210384 54354
1995-09-15 "peoples" 407 210384 25181
1995-09-15 "policy" 192 210384 13567
1995-09-15 "political" 807 210384 33692
1995-09-15 "poverty" 245 210384 10387
1995-09-15 "powers" 122 210384 10041
1995-09-15 "president" 384 210384 18758
1995-09-15 "principles" 406 210384 16368
1995-09-15 "process" 569 210384 19495
1995-09-15 "progress" 354 210384 17577
1995-09-15 "question" 186 210384 11259
1995-09-15 "recent" 306 210384 11188
1995-09-15 "regard" 276 210384 11452
1995-09-15 "region" 526 210384 21386
1995-09-15 "regional" 435 210384 13213
1995-09-15 "relations" 292 210384 18910
1995-09-15 "republic" 440 210384 23316
1995-09-15 "resolution" 213 210384 14938
1995-09-15 "resolutions" 184 210384 10068
1995-09-15 "resources" 368 210384 15034
1995-09-15 "respect" 407 210384 17360
1995-09-15 "responsibility" 191 210384 10002
1995-09-15 "rights" 826 210384 33678
1995-09-15 "role" 474 210384 15396
1995-09-15 "secretary" 409 210384 18224
1995-09-15 "security" 1476 210384 58620
1995-09-15 "session" 568 210384 29355
1995-09-15 "settlement" 246 210384 10468
1995-09-15 "situation" 451 210384 22626
1995-09-15 "social" 814 210384 21320
1995-09-15 "solution" 215 210384 14990
1995-09-15 "south" 380 210384 26854
1995-09-15 "special" 242 210384 12822
1995-09-15 "stability" 343 210384 11323
1995-09-15 "support" 644 210384 30258
1995-09-15 "system" 423 210384 16129
1995-09-15 "terrorism" 99 210384 11726
1995-09-15 "time" 633 210384 25425
1995-09-15 "trade" 355 210384 12834
1995-09-15 "union" 193 210384 10537
1995-09-15 "united" 4208 210384 120949
1995-09-15 "view" 325 210384 11343
1995-09-15 "war" 667 210384 21426
1995-09-15 "weapons" 521 210384 16939
1995-09-15 "world" 2176 210384 89132
1996-09-15 "achieve" 224 208894 10213
1996-09-15 "action" 411 208894 16503
1996-09-15 "africa" 544 208894 29980
1996-09-15 "african" 384 208894 18219
1996-09-15 "agreement" 300 208894 12320
1996-09-15 "arab" 162 208894 11247
1996-09-15 "arms" 181 208894 11210
1996-09-15 "assembly" 983 208894 39932
1996-09-15 "assistance" 303 208894 11561
1996-09-15 "based" 230 208894 10704
1996-09-15 "challenges" 272 208894 10170
1996-09-15 "change" 143 208894 11309
1996-09-15 "charter" 306 208894 16097
1996-09-15 "commitment" 354 208894 10328
1996-09-15 "common" 261 208894 10870
1996-09-15 "community" 980 208894 37936
1996-09-15 "conference" 380 208894 21701
1996-09-15 "conflict" 427 208894 16727
1996-09-15 "conflicts" 337 208894 11456
1996-09-15 "continue" 459 208894 19221
1996-09-15 "cooperation" 799 208894 17552
1996-09-15 "council" 836 208894 29218
1996-09-15 "countries" 1698 208894 85811
1996-09-15 "country" 993 208894 39541
1996-09-15 "crisis" 223 208894 12500
1996-09-15 "delegation" 290 208894 12971
1996-09-15 "democratic" 296 208894 14000
1996-09-15 "determination" 132 208894 10119
1996-09-15 "developed" 241 208894 12428
1996-09-15 "developing" 497 208894 26012
1996-09-15 "development" 1786 208894 63063
1996-09-15 "disarmament" 302 208894 13285
1996-09-15 "east" 356 208894 18712
1996-09-15 "economic" 1302 208894 55155
1996-09-15 "effective" 285 208894 11485
1996-09-15 "efforts" 900 208894 35195
1996-09-15 "ensure" 307 208894 11643
1996-09-15 "financial" 385 208894 10368
1996-09-15 "force" 220 208894 10217
1996-09-15 "forces" 145 208894 10811
1996-09-15 "foreign" 207 208894 13288
1996-09-15 "free" 349 208894 10472
1996-09-15 "freedom" 110 208894 10391
1996-09-15 "future" 364 208894 15552
1996-09-15 "global" 542 208894 21899
1996-09-15 "government" 889 208894 36814
1996-09-15 "hope" 408 208894 19418
1996-09-15 "human" 943 208894 36657
1996-09-15 "implementation" 368 208894 10777
1996-09-15 "including" 291 208894 10842
1996-09-15 "independence" 91 208894 14069
1996-09-15 "international" 2858 208894 117236
1996-09-15 "israel" 178 208894 10545
1996-09-15 "issues" 311 208894 11465
1996-09-15 "justice" 205 208894 10896
1996-09-15 "law" 319 208894 13993
1996-09-15 "major" 296 208894 10592
1996-09-15 "means" 251 208894 11658
1996-09-15 "measures" 292 208894 12398
1996-09-15 "middle" 236 208894 12987
1996-09-15 "military" 173 208894 12335
1996-09-15 "national" 525 208894 23575
1996-09-15 "nations" 3642 208894 124786
1996-09-15 "negotiations" 242 208894 13235
1996-09-15 "nuclear" 939 208894 22934
1996-09-15 "operation" 44 208894 15661
1996-09-15 "organization" 1181 208894 35640
1996-09-15 "palestinian" 146 208894 10259
1996-09-15 "parties" 279 208894 11257
1996-09-15 "past" 230 208894 10918
1996-09-15 "peace" 2085 208894 77842
1996-09-15 "peaceful" 223 208894 15088
1996-09-15 "people" 853 208894 54354
1996-09-15 "peoples" 344 208894 25181
1996-09-15 "policy" 216 208894 13567
1996-09-15 "political" 725 208894 33692
1996-09-15 "poverty" 282 208894 10387
1996-09-15 "powers" 99 208894 10041
1996-09-15 "president" 377 208894 18758
1996-09-15 "principles" 323 208894 16368
1996-09-15 "process" 782 208894 19495
1996-09-15 "progress" 373 208894 17577
1996-09-15 "question" 217 208894 11259
1996-09-15 "recent" 365 208894 11188
1996-09-15 "regard" 295 208894 11452
1996-09-15 "region" 610 208894 21386
1996-09-15 "regional" 474 208894 13213
1996-09-15 "relations" 347 208894 18910
1996-09-15 "republic" 419 208894 23316
1996-09-15 "resolution" 287 208894 14938
1996-09-15 "resolutions" 167 208894 10068
1996-09-15 "resources" 387 208894 15034
1996-09-15 "respect" 384 208894 17360
1996-09-15 "responsibility" 208 208894 10002
1996-09-15 "rights" 752 208894 33678
1996-09-15 "role" 480 208894 15396
1996-09-15 "secretary" 321 208894 18224
1996-09-15 "security" 1482 208894 58620
1996-09-15 "session" 663 208894 29355
1996-09-15 "settlement" 172 208894 10468
1996-09-15 "situation" 419 208894 22626
1996-09-15 "social" 653 208894 21320
1996-09-15 "solution" 199 208894 14990
1996-09-15 "south" 307 208894 26854
1996-09-15 "special" 349 208894 12822
1996-09-15 "stability" 373 208894 11323
1996-09-15 "support" 720 208894 30258
1996-09-15 "system" 503 208894 16129
1996-09-15 "terrorism" 234 208894 11726
1996-09-15 "time" 547 208894 25425
1996-09-15 "trade" 393 208894 12834
1996-09-15 "union" 208 208894 10537
1996-09-15 "united" 3522 208894 120949
1996-09-15 "view" 302 208894 11343
1996-09-15 "war" 422 208894 21426
1996-09-15 "weapons" 579 208894 16939
1996-09-15 "world" 1905 208894 89132
1997-09-15 "achieve" 228 202391 10213
1997-09-15 "action" 336 202391 16503
1997-09-15 "africa" 527 202391 29980
1997-09-15 "african" 424 202391 18219
1997-09-15 "agreement" 253 202391 12320
1997-09-15 "arab" 123 202391 11247
1997-09-15 "arms" 161 202391 11210
1997-09-15 "assembly" 978 202391 39932
1997-09-15 "assistance" 316 202391 11561
1997-09-15 "based" 218 202391 10704
1997-09-15 "challenges" 280 202391 10170
1997-09-15 "change" 193 202391 11309
1997-09-15 "charter" 299 202391 16097
1997-09-15 "commitment" 272 202391 10328
1997-09-15 "common" 224 202391 10870
1997-09-15 "community" 895 202391 37936
1997-09-15 "conference" 333 202391 21701
1997-09-15 "conflict" 431 202391 16727
1997-09-15 "conflicts" 293 202391 11456
1997-09-15 "continue" 452 202391 19221
1997-09-15 "cooperation" 759 202391 17552
1997-09-15 "council" 1080 202391 29218
1997-09-15 "countries" 1505 202391 85811
1997-09-15 "country" 977 202391 39541
1997-09-15 "crisis" 208 202391 12500
1997-09-15 "delegation" 229 202391 12971
1997-09-15 "democratic" 331 202391 14000
1997-09-15 "determination" 121 202391 10119
1997-09-15 "developed" 235 202391 12428
1997-09-15 "developing" 479 202391 26012
1997-09-15 "development" 1737 202391 63063
1997-09-15 "disarmament" 241 202391 13285
1997-09-15 "east" 302 202391 18712
1997-09-15 "economic" 1065 202391 55155
1997-09-15 "effective" 302 202391 11485
1997-09-15 "efforts" 823 202391 35195
1997-09-15 "ensure" 285 202391 11643
1997-09-15 "financial" 369 202391 10368
1997-09-15 "force" 194 202391 10217
1997-09-15 "forces" 145 202391 10811
1997-09-15 "foreign" 237 202391 13288
1997-09-15 "free" 238 202391 10472
1997-09-15 "freedom" 86 202391 10391
1997-09-15 "future" 353 202391 15552
1997-09-15 "global" 515 202391 21899
1997-09-15 "government" 860 202391 36814
1997-09-15 "hope" 382 202391 19418
1997-09-15 "human" 1066 202391 36657
1997-09-15 "implementation" 324 202391 10777
1997-09-15 "including" 288 202391 10842
1997-09-15 "independence" 85 202391 14069
1997-09-15 "international" 2440 202391 117236
1997-09-15 "israel" 129 202391 10545
1997-09-15 "issues" 314 202391 11465
1997-09-15 "justice" 210 202391 10896
1997-09-15 "law" 231 202391 13993
1997-09-15 "major" 244 202391 10592
1997-09-15 "means" 230 202391 11658
1997-09-15 "measures" 305 202391 12398
1997-09-15 "middle" 194 202391 12987
1997-09-15 "military" 215 202391 12335
1997-09-15 "national" 475 202391 23575
1997-09-15 "nations" 3581 202391 124786
1997-09-15 "negotiations" 235 202391 13235
1997-09-15 "nuclear" 411 202391 22934
1997-09-15 "operation" 35 202391 15661
1997-09-15 "organization" 1300 202391 35640
1997-09-15 "palestinian" 127 202391 10259
1997-09-15 "parties" 277 202391 11257
1997-09-15 "past" 198 202391 10918
1997-09-15 "peace" 1676 202391 77842
1997-09-15 "peaceful" 190 202391 15088
1997-09-15 "people" 807 202391 54354
1997-09-15 "peoples" 331 202391 25181
1997-09-15 "policy" 223 202391 13567
1997-09-15 "political" 662 202391 33692
1997-09-15 "poverty" 298 202391 10387
1997-09-15 "powers" 73 202391 10041
1997-09-15 "president" 411 202391 18758
1997-09-15 "principles" 282 202391 16368
1997-09-15 "process" 857 202391 19495
1997-09-15 "progress" 388 202391 17577
1997-09-15 "question" 262 202391 11259
1997-09-15 "recent" 299 202391 11188
1997-09-15 "regard" 340 202391 11452
1997-09-15 "region" 572 202391 21386
1997-09-15 "regional" 427 202391 13213
1997-09-15 "relations" 274 202391 18910
1997-09-15 "republic" 543 202391 23316
1997-09-15 "resolution" 238 202391 14938
1997-09-15 "resolutions" 144 202391 10068
1997-09-15 "resources" 309 202391 15034
1997-09-15 "respect" 369 202391 17360
1997-09-15 "responsibility" 193 202391 10002
1997-09-15 "rights" 973 202391 33678
1997-09-15 "role" 447 202391 15396
1997-09-15 "secretary" 921 202391 18224
1997-09-15 "security" 1553 202391 58620
1997-09-15 "session" 712 202391 29355
1997-09-15 "settlement" 171 202391 10468
1997-09-15 "situation" 371 202391 22626
1997-09-15 "social" 573 202391 21320
1997-09-15 "solution" 219 202391 14990
1997-09-15 "south" 228 202391 26854
1997-09-15 "special" 375 202391 12822
1997-09-15 "stability" 303 202391 11323
1997-09-15 "support" 825 202391 30258
1997-09-15 "system" 387 202391 16129
1997-09-15 "terrorism" 167 202391 11726
1997-09-15 "time" 591 202391 25425
1997-09-15 "trade" 321 202391 12834
1997-09-15 "union" 202 202391 10537
1997-09-15 "united" 3537 202391 120949
1997-09-15 "view" 289 202391 11343
1997-09-15 "war" 405 202391 21426
1997-09-15 "weapons" 384 202391 16939
1997-09-15 "world" 1460 202391 89132
1998-09-15 "achieve" 197 202569 10213
1998-09-15 "action" 344 202569 16503
1998-09-15 "africa" 585 202569 29980
1998-09-15 "african" 415 202569 18219
1998-09-15 "agreement" 219 202569 12320
1998-09-15 "arab" 136 202569 11247
1998-09-15 "arms" 199 202569 11210
1998-09-15 "assembly" 840 202569 39932
1998-09-15 "assistance" 263 202569 11561
1998-09-15 "based" 230 202569 10704
1998-09-15 "challenges" 304 202569 10170
1998-09-15 "change" 173 202569 11309
1998-09-15 "charter" 276 202569 16097
1998-09-15 "commitment" 290 202569 10328
1998-09-15 "common" 243 202569 10870
1998-09-15 "community" 1029 202569 37936
1998-09-15 "conference" 295 202569 21701
1998-09-15 "conflict" 461 202569 16727
1998-09-15 "conflicts" 391 202569 11456
1998-09-15 "continue" 455 202569 19221
1998-09-15 "cooperation" 729 202569 17552
1998-09-15 "council" 895 202569 29218
1998-09-15 "countries" 1684 202569 85811
1998-09-15 "country" 914 202569 39541
1998-09-15 "crisis" 371 202569 12500
1998-09-15 "delegation" 251 202569 12971
1998-09-15 "democratic" 375 202569 14000
1998-09-15 "determination" 126 202569 10119
1998-09-15 "developed" 252 202569 12428
1998-09-15 "developing" 496 202569 26012
1998-09-15 "development" 1401 202569 63063
1998-09-15 "disarmament" 256 202569 13285
1998-09-15 "east" 316 202569 18712
1998-09-15 "economic" 1195 202569 55155
1998-09-15 "effective" 282 202569 11485
1998-09-15 "efforts" 866 202569 35195
1998-09-15 "ensure" 303 202569 11643
1998-09-15 "financial" 447 202569 10368
1998-09-15 "force" 229 202569 10217
1998-09-15 "forces" 176 202569 10811
1998-09-15 "foreign" 202 202569 13288
1998-09-15 "free" 234 202569 10472
1998-09-15 "freedom" 150 202569 10391
1998-09-15 "future" 326 202569 15552
1998-09-15 "global" 568 202569 21899
1998-09-15 "government" 813 202569 36814
1998-09-15 "hope" 320 202569 19418
1998-09-15 "human" 1338 202569 36657
1998-09-15 "implementation" 262 202569 10777
1998-09-15 "including" 284 202569 10842
1998-09-15 "independence" 94 202569 14069
1998-09-15 "international" 2866 202569 117236
1998-09-15 "israel" 146 202569 10545
1998-09-15 "issues" 282 202569 11465
1998-09-15 "justice" 231 202569 10896
1998-09-15 "law" 338 202569 13993
1998-09-15 "major" 211 202569 10592
1998-09-15 "means" 244 202569 11658
1998-09-15 "measures" 288 202569 12398
1998-09-15 "middle" 170 202569 12987
1998-09-15 "military" 179 202569 12335
1998-09-15 "national" 473 202569 23575
1998-09-15 "nations" 2639 202569 124786
1998-09-15 "negotiations" 229 202569 13235
1998-09-15 "nuclear" 778 202569 22934
1998-09-15 "operation" 30 202569 15661
1998-09-15 "organization" 887 202569 35640
1998-09-15 "palestinian" 152 202569 10259
1998-09-15 "parties" 243 202569 11257
1998-09-15 "past" 227 202569 10918
1998-09-15 "peace" 1728 202569 77842
1998-09-15 "peaceful" 228 202569 15088
1998-09-15 "people" 935 202569 54354
1998-09-15 "peoples" 354 202569 25181
1998-09-15 "policy" 218 202569 13567
1998-09-15 "political" 731 202569 33692
1998-09-15 "poverty" 283 202569 10387
1998-09-15 "powers" 64 202569 10041
1998-09-15 "president" 399 202569 18758
1998-09-15 "principles" 290 202569 16368
1998-09-15 "process" 650 202569 19495
1998-09-15 "progress" 352 202569 17577
1998-09-15 "question" 206 202569 11259
1998-09-15 "recent" 351 202569 11188
1998-09-15 "regard" 310 202569 11452
1998-09-15 "region" 559 202569 21386
1998-09-15 "regional" 420 202569 13213
1998-09-15 "relations" 270 202569 18910
1998-09-15 "republic" 552 202569 23316
1998-09-15 "resolution" 260 202569 14938
1998-09-15 "resolutions" 194 202569 10068
1998-09-15 "resources" 267 202569 15034
1998-09-15 "respect" 443 202569 17360
1998-09-15 "responsibility" 205 202569 10002
1998-09-15 "rights" 1200 202569 33678
1998-09-15 "role" 364 202569 15396
1998-09-15 "secretary" 504 202569 18224
1998-09-15 "security" 1451 202569 58620
1998-09-15 "session" 580 202569 29355
1998-09-15 "settlement" 146 202569 10468
1998-09-15 "situation" 419 202569 22626
1998-09-15 "social" 530 202569 21320
1998-09-15 "solution" 223 202569 14990
1998-09-15 "south" 327 202569 26854
1998-09-15 "special" 309 202569 12822
1998-09-15 "stability" 367 202569 11323
1998-09-15 "support" 713 202569 30258
1998-09-15 "system" 362 202569 16129
1998-09-15 "terrorism" 464 202569 11726
1998-09-15 "time" 538 202569 25425
1998-09-15 "trade" 300 202569 12834
1998-09-15 "union" 209 202569 10537
1998-09-15 "united" 2536 202569 120949
1998-09-15 "view" 214 202569 11343
1998-09-15 "war" 395 202569 21426
1998-09-15 "weapons" 573 202569 16939
1998-09-15 "world" 1709 202569 89132
1999-09-15 "achieve" 210 207336 10213
1999-09-15 "action" 368 207336 16503
1999-09-15 "africa" 587 207336 29980
1999-09-15 "african" 425 207336 18219
1999-09-15 "agreement" 307 207336 12320
1999-09-15 "arab" 108 207336 11247
1999-09-15 "arms" 208 207336 11210
1999-09-15 "assembly" 832 207336 39932
1999-09-15 "assistance" 343 207336 11561
1999-09-15 "based" 210 207336 10704
1999-09-15 "challenges" 369 207336 10170
1999-09-15 "change" 154 207336 11309
1999-09-15 "charter" 331 207336 16097
1999-09-15 "commitment" 283 207336 10328
1999-09-15 "common" 240 207336 10870
1999-09-15 "community" 977 207336 37936
1999-09-15 "conference" 255 207336 21701
1999-09-15 "conflict" 551 207336 16727
1999-09-15 "conflicts" 445 207336 11456
1999-09-15 "continue" 427 207336 19221
1999-09-15 "cooperation" 704 207336 17552
1999-09-15 "council" 951 207336 29218
1999-09-15 "countries" 1678 207336 85811
1999-09-15 "country" 901 207336 39541
1999-09-15 "crisis" 279 207336 12500
1999-09-15 "delegation" 189 207336 12971
1999-09-15 "democratic" 427 207336 14000
1999-09-15 "determination" 174 207336 10119
1999-09-15 "developed" 232 207336 12428
1999-09-15 "developing" 482 207336 26012
1999-09-15 "development" 1534 207336 63063
1999-09-15 "disarmament" 181 207336 13285
1999-09-15 "east" 560 207336 18712
1999-09-15 "economic" 1113 207336 55155
1999-09-15 "effective" 244 207336 11485
1999-09-15 "efforts" 833 207336 35195
1999-09-15 "ensure" 300 207336 11643
1999-09-15 "financial" 321 207336 10368
1999-09-15 "force" 279 207336 10217
1999-09-15 "forces" 165 207336 10811
1999-09-15 "foreign" 254 207336 13288
1999-09-15 "free" 250 207336 10472
1999-09-15 "freedom" 170 207336 10391
1999-09-15 "future" 418 207336 15552
1999-09-15 "global" 546 207336 21899
1999-09-15 "government" 728 207336 36814
1999-09-15 "hope" 440 207336 19418
1999-09-15 "human" 1164 207336 36657
1999-09-15 "implementation" 292 207336 10777
1999-09-15 "including" 276 207336 10842
1999-09-15 "independence" 158 207336 14069
1999-09-15 "international" 2712 207336 117236
1999-09-15 "israel" 108 207336 10545
1999-09-15 "issues" 291 207336 11465
1999-09-15 "justice" 204 207336 10896
1999-09-15 "law" 319 207336 13993
1999-09-15 "major" 222 207336 10592
1999-09-15 "means" 240 207336 11658
1999-09-15 "measures" 239 207336 12398
1999-09-15 "middle" 152 207336 12987
1999-09-15 "military" 195 207336 12335
1999-09-15 "national" 518 207336 23575
1999-09-15 "nations" 3171 207336 124786
1999-09-15 "negotiations" 202 207336 13235
1999-09-15 "nuclear" 409 207336 22934
1999-09-15 "operation" 41 207336 15661
1999-09-15 "organization" 916 207336 35640
1999-09-15 "palestinian" 96 207336 10259
1999-09-15 "parties" 240 207336 11257
1999-09-15 "past" 248 207336 10918
1999-09-15 "peace" 1707 207336 77842
1999-09-15 "peaceful" 234 207336 15088
1999-09-15 "people" 1156 207336 54354
1999-09-15 "peoples" 352 207336 25181
1999-09-15 "policy" 202 207336 13567
1999-09-15 "political" 723 207336 33692
1999-09-15 "poverty" 426 207336 10387
1999-09-15 "powers" 52 207336 10041
1999-09-15 "president" 371 207336 18758
1999-09-15 "principles" 333 207336 16368
1999-09-15 "process" 654 207336 19495
1999-09-15 "progress" 346 207336 17577
1999-09-15 "question" 214 207336 11259
1999-09-15 "recent" 284 207336 11188
1999-09-15 "regard" 271 207336 11452
1999-09-15 "region" 569 207336 21386
1999-09-15 "regional" 434 207336 13213
1999-09-15 "relations" 307 207336 18910
1999-09-15 "republic" 674 207336 23316
1999-09-15 "resolution" 283 207336 14938
1999-09-15 "resolutions" 174 207336 10068
1999-09-15 "resources" 307 207336 15034
1999-09-15 "respect" 366 207336 17360
1999-09-15 "responsibility" 250 207336 10002
1999-09-15 "rights" 884 207336 33678
1999-09-15 "role" 438 207336 15396
1999-09-15 "secretary" 428 207336 18224
